game_id,season,week,start_time,venue,home_team,away_team,home_points,away_points,city,state,latitude,longitude,temperature,precipitation,wind_speed
401573283,2023,1,2023-09-02T23:00:00.000Z,Rock Bowl,Loras College,Benedictine University,42,41,Dubuque,IA,42.5006243,-90.6647985,30.4,0.0,17.9
401550373,2023,1,2023-09-02T23:30:00.000Z,Reeves Field (PA),Geneva,Carnegie Mellon,0,31,Beaver Falls,PA,40.7520097,-80.3192295,27.1,0.0,5.9
401531839,2023,1,2023-09-02T23:30:00.000Z,Cajun Field,Louisiana,Northwestern State,38,13,Lafayette,LA,30.2158434,-92.0417371,32.3,0.0,7.2
401520167,2023,1,2023-09-02T23:30:00.000Z,Bank of America Stadium,North Carolina,South Carolina,31,17,Charlotte,NC,35.225833,-80.852778,24.1,0.0,7.3
401520149,2023,1,2023-09-02T23:30:00.000Z,Bryant-Denny Stadium,Alabama,Middle Tennessee,56,7,Tuscaloosa,AL,33.2082752,-87.5503836,28.5,0.0,7.3
401520155,2023,1,2023-09-02T23:30:00.000Z,"Memorial Stadium (Champaign, IL)",Illinois,Toledo,30,28,Champaign,IL,40.0993268,-88.2359569,28.7,0.0,14.0
401525825,2023,1,2023-09-02T23:30:00.000Z,War Memorial Stadium,Wyoming,Texas Tech,35,33,Laramie,WY,41.31161,-105.5681384,21.0,0.6,11.9
401520169,2023,1,2023-09-02T23:30:00.000Z,Beaver Stadium,Penn State,West Virginia,38,15,University Park,PA,40.8121958,-77.8561023,24.0,0.0,4.8
401525467,2023,1,2023-09-03T00:00:00.000Z,Lane Stadium,Virginia Tech,Old Dominion,36,17,Blacksburg,VA,37.2199873,-80.4180643,22.3,0.0,7.6
401547129,2023,1,2023-09-03T00:00:00.000Z,Walston-Hoover Stadium,Wartburg,Monmouth (IL),62,35,Waverly,IA,42.7258451,-92.4746033,30.3,0.0,21.4
401540980,2023,1,2023-09-03T00:00:00.000Z,Neta and Eddie DeRose ThunderBowl,CSU Pueblo,Midwestern State,37,8,Pueblo,CO,38.2544472,-104.609141,34.9,0.0,15.5
401547140,2023,1,2023-09-03T00:00:00.000Z,Stoffer Family Stadium,NEWBERG,Howard Payne,3,17,Newberg,OR,45.300347,-122.972751,20.1,0.0,15.5
401544898,2023,1,2023-09-03T00:00:00.000Z,Rex Stadium,Adams State,Lincoln (CA),35,16,Alamosa,CO,37.5780995,-105.7890452,24.9,0.1,15.7
401540213,2023,1,2023-09-03T00:00:00.000Z,Cowboy Stadium,McNeese,Tarleton State,34,52,Lake Charles,LA,30.1804575,-93.2178729,32.0,0.6,8.1
401541918,2023,1,2023-09-03T00:00:00.000Z,Ben Altamirano Field,Western New Mexico,Sul Ross State,42,28,Silver City,NM,32.7751371,-108.2754371,27.5,0.0,7.9
401531347,2023,1,2023-09-03T00:00:00.000Z,Yulman Stadium,Tulane,South Alabama,37,17,New Orleans,LA,29.944616,-90.116692,29.1,0.0,11.7
401520166,2023,1,2023-09-03T01:00:00.000Z,Aggie Memorial Stadium,New Mexico State,Western Illinois,58,21,Las Cruces,NM,32.2796202,-106.7411148,33.4,0.0,4.7
401520177,2023,1,2023-09-03T01:00:00.000Z,Sun Bowl,UTEP,Incarnate Word,28,14,El Paso,TX,31.7733353,-106.507957,34.2,0.0,17.6
401523989,2023,1,2023-09-03T02:00:00.000Z,Arizona Stadium,Arizona,Northern Arizona,38,3,Tucson,AZ,32.2288054,-110.9488677,29.5,0.0,15.0
401550329,2023,1,2023-09-03T02:00:00.000Z,Hanson Stadium,Pacific (OR),Chapman,0,0,Forest Grove,OR,45.5197452,-123.1114405,24.0,0.0,10.2
401520152,2023,1,2023-09-03T02:15:00.000Z,LaVell Edwards Stadium,BYU,Sam Houston,14,0,Provo,UT,40.2575347,-111.6545247,21.2,0.0,4.0
401532571,2023,1,2023-09-03T02:30:00.000Z,Snapdragon Stadium,San Diego State,Idaho State,36,28,San Diego,CA,32.784444,-117.122833,22.6,0.0,13.0
401523995,2023,1,2023-09-03T02:30:00.000Z,Rose Bowl,UCLA,Coastal Carolina,27,13,Pasadena,CA,34.1613284,-118.1676462,21.9,0.0,5.6
401520171,2023,1,2023-09-03T16:00:00.000Z,SHI Stadium,Rutgers,Northwestern,24,7,Piscataway,NJ,40.5462553,-74.4660408,30.3,0.0,10.2
401540148,2023,1,2023-09-03T19:00:00.000Z,Hard Rock Stadium,Florida A&M,Jackson State,28,10,Miami Gardens,FL,25.9579665,-80.2388604,30.6,0.0,20.0
401532573,2023,1,2023-09-03T19:30:00.000Z,CEFCU Stadium,San José State,Oregon State,17,42,San Jose,CA,37.3196675,-121.8682962,23.0,0.0,15.9
401540667,2023,1,2023-09-03T20:00:00.000Z,Tom Benson Hall of Fame Stadium,Morehouse College,Virginia Union,13,45,Canton,OH,40.7985464,-81.3749508,30.5,0.0,15.0
401547061,2023,1,2023-09-03T23:00:00.000Z,Cramton Bowl,Tuskegee,Fort Valley State,37,31,Montgomery,AL,32.37949,-86.293002,30.5,0.0,5.3
401520182,2023,1,2023-09-03T23:30:00.000Z,Camping World Stadium,Florida State,LSU,45,24,Orlando,FL,28.539167,-81.402778,28.1,0.0,14.6
401525468,2023,1,2023-09-05T00:00:00.000Z,Wallace Wade Stadium,Duke,Clemson,28,7,Durham,NC,35.9953688,-78.9417564,26.8,0.0,5.9
